Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
18-01-2025,07:09:41,BK344102,Success,C15785,Prime Sedan,Metiabruz,Baguiati,259,55,null,null,No,null,1291,UPI,28,4,4.7
28-01-2025,17:09:52,BK588969,Success,C46383,Auto,Dumdum,Rashbehari,294,40,null,null,No,null,404,Cash,41,3.4,3.4
11-01-2025,01:22:10,BK321729,Success,C85178,Prime Plus,Salt Lake,Sealdah,210,60,null,null,No,null,315,UPI,42,4.3,4.2
14-01-2025,06:11:39,BK188252,Failed,C25516,Mini,BBD Bagh,Kidderpore,35,60,null,null,Yes,Customer Demand,203,UPI,34,3.9,4.8
28-01-2025,16:23:16,BK153890,Success,C35053,Auto,Bowbazar,Patuli,56,140,null,null,No,null,1489,Cash,1,4.5,3.9
10-01-2025,17:03:51,BK565457,Success,C26515,Prime Sedan,Kidderpore,College Street,null,null,Change of plans,null,null,null,206,null,0,null,null
11-01-2025,23:44:47,BK473963,Success,C36808,Prime Sedan,Kalighat,Dumdum,154,30,null,null,No,null,329,Cash,24,4,4.3
11-01-2025,17:27:38,BK363723,Failed,C22566,Prime Plus,Sinthi,Naktala,null,null,null,More than permitted people in there,null,null,650,null,0,null,null
27-01-2025,14:23:04,BK688849,Success,C58543,Prime SUV,Howrah,Belgachia,203,110,null,null,No,null,956,UPI,10,4.3,3.2
22-01-2025,02:39:23,BK741472,Success,C30815,Auto,Sarat Bose Road,Garia,null,null,Driver is not moving towards pickup location,null,null,null,812,null,0,null,null
29-01-2025,03:49:47,BK307604,Success,C75528,eBike,Ballygunge,Sarat Bose Road,259,50,null,null,No,null,2647,Cash,2,3.3,3.1
25-01-2025,12:35:18,BK831807,Success,C86770,Mini,Gariahat,Dharmatala,98,130,null,null,No,null,412,UPI,43,4,3.8
18-01-2025,15:35:26,BK858241,Success,C27065,Prime SUV,Bhawanipore,Madhyamgram,null,null,null,null,null,null,869,null,0,null,null
28-01-2025,09:46:36,BK735710,Success,C18795,Prime Sedan,Belgachia,Kidderpore,70,55,null,null,Yes,Vehicle Breakdown,1376,Cash,42,3.2,3.6
26-01-2025,14:44:26,BK834007,Failed,C80746,Bike,BBD Bagh,Patuli,null,null,null,Customer related issue,null,null,208,null,0,null,null
07-01-2025,22:39:58,BK865301,Failed,C28215,Prime Plus,Jadavpur,Metiabruz,35,35,null,null,No,null,192,UPI,47,4.5,3.8
31-01-2025,00:13:54,BK725353,Failed,C37859,Prime Plus,Park Street,Sarat Bose Road,266,90,null,null,No,null,866,Cash,6,3.4,3.4
01-01-2025,17:16:46,BK472704,Failed,C24410,Prime SUV,Garden Reach,Behala,224,125,null,null,No,null,120,Credit Card,47,4.5,4.6
30-01-2025,04:29:20,BK119810,Success,C38676,Prime Plus,Chowringhee,Park Street,49,125,null,null,No,null,401,Cash,17,3.1,4.2
01-01-2025,23:02:11,BK668987,Success,C45524,Prime SUV,Garden Reach,Behala,168,100,null,null,No,null,280,UPI,45,4.2,3.3
05-01-2025,09:36:50,BK381180,Success,C43852,Prime Plus,Sonarpur,BBD Bagh,266,60,null,null,No,null,300,Cash,29,4.1,3.2
08-01-2025,07:09:46,BK998518,Failed,C34251,Prime SUV,Kankurgachi,Bowbazar,210,60,null,null,Yes,Vehicle Breakdown,747,Cash,18,4.1,3.5
06-01-2025,08:48:32,BK641754,Success,C63071,Bike,Howrah,Patuli,308,140,null,null,No,null,844,UPI,38,4.2,3.2
02-01-2025,23:21:17,BK211085,Failed,C43378,Mini,Shyambazar,Esplanade,null,null,Driver asked to cancel,null,null,null,768,null,0,null,null
10-01-2025,00:27:46,BK588137,Failed,C99312,Bike,Shyambazar,Madhyamgram,null,null,Change of plans,null,null,null,191,null,0,null,null
12-01-2025,17:26:02,BK858173,Success,C78718,eBike,Jora Bridge,Shalimar,287,75,null,null,No,null,154,Cash,34,4.1,4.6
02-01-2025,10:17:31,BK688481,Success,C82494,Prime Sedan,Dumdum,Kidderpore,126,55,null,null,No,null,1422,Credit Card,15,3.9,3.6
21-01-2025,00:00:48,BK373193,Success,C41016,Prime SUV,Golf Green,Kidderpore,null,null,Change of plans,null,null,null,282,null,0,null,null
28-01-2025,09:04:56,BK735152,Failed,C41083,Auto,Chowringhee,Kankurgachi,63,140,null,null,No,null,122,UPI,6,4.8,3.3
28-01-2025,21:55:06,BK763957,Success,C91203,Prime Sedan,Shalimar,Howrah,null,null,null,More than permitted people in there,null,null,308,null,0,null,null
02-01-2025,04:45:37,BK231569,Failed,C99518,Prime Plus,Gariahat,Kalighat,63,120,null,null,No,null,361,Cash,18,3.4,4.5
18-01-2025,16:27:27,BK126188,Failed,C66188,Prime Sedan,Gariahat,Naktala,null,null,null,Personal & Car related issue,null,null,134,null,0,null,null
06-01-2025,13:51:44,BK301189,Success,C10999,eBike,Behala,Metiabruz,217,95,null,null,No,null,103,Credit Card,29,3.4,3.3
01-01-2025,23:27:36,BK874644,Success,C57049,Prime SUV,Rashbehari,Entally,null,null,Driver is not moving towards pickup location,null,null,null,209,null,0,null,null
31-01-2025,11:26:00,BK153918,Success,C22751,Prime Sedan,Sarat Bose Road,Sonarpur,280,90,null,null,No,null,208,Cash,28,4.4,4.2
10-01-2025,02:38:02,BK114124,Success,C10901,Mini,Hazra,Behala,84,35,null,null,No,null,940,UPI,49,4.4,3.6
07-01-2025,23:06:04,BK692631,Failed,C67409,eBike,Tollygunge,Howrah,null,null,null,null,null,null,284,null,0,null,null
02-01-2025,13:39:22,BK346467,Success,C94351,Prime SUV,Shyambazar,Garden Reach,224,135,null,null,No,null,361,Cash,8,3.7,4.7
12-01-2025,22:37:11,BK528196,Success,C54590,Bike,Ballygunge,Salt Lake,175,125,null,null,No,null,443,UPI,26,4.2,3.3
31-01-2025,10:38:08,BK171467,Failed,C20917,eBike,Bhawanipore,Dharmatala,301,70,null,null,No,null,362,UPI,23,3.7,4.7
24-01-2025,09:41:03,BK230032,Success,C90307,Bike,Sinthi,Lake Town,null,null,null,null,null,null,2525,null,0,null,null
23-01-2025,17:52:28,BK980224,Success,C92765,Prime SUV,Metiabruz,Sinthi,161,145,null,null,No,null,268,UPI,19,4.5,3.5
11-01-2025,12:35:26,BK639556,Success,C83516,Prime SUV,Sealdah,Lake Gardens,210,85,null,null,No,null,899,UPI,26,3.7,4.8
25-01-2025,09:35:44,BK708142,Success,C32215,Prime Sedan,Tollygunge,Chowringhee,null,null,null,Personal & Car related issue,null,null,900,null,0,null,null
29-01-2025,19:49:30,BK360861,Failed,C62783,Mini,Dunlop,Esplanade,161,140,null,null,No,null,1343,Cash,16,3.2,3.7
24-01-2025,07:55:41,BK649009,Success,C23009,Prime Sedan,Sinthi,Chowringhee,null,null,null,Customer related issue,null,null,181,null,0,null,null
12-01-2025,21:49:02,BK824787,Success,C45825,Bike,Rashbehari,Ultadanga,140,145,null,null,No,null,135,Cash,11,4.9,3.7
30-01-2025,08:45:33,BK103828,Failed,C82293,Mini,Kalighat,Ballygunge,63,95,null,null,No,null,137,Debit Card,16,3.9,3.5
16-01-2025,14:21:22,BK644255,Success,C55015,Prime Plus,Jora Bridge,Sonarpur,null,null,null,Customer was coughing/sick,null,null,159,null,0,null,null
23-01-2025,19:39:40,BK213715,Failed,C99075,Bike,Metiabruz,Hazra,84,50,null,null,No,null,300,UPI,27,4.6,4.9
09-01-2025,07:36:50,BK912344,Success,C68351,Auto,Dumdum,Kasba,287,30,null,null,No,null,968,UPI,13,3.5,4.6
15-01-2025,23:45:53,BK200125,Failed,C38116,Prime Plus,Howrah,Kalighat,238,95,null,null,Yes,Other Issue,729,Cash,36,4.3,4.2
02-01-2025,11:18:30,BK809857,Success,C12157,Prime Plus,Garden Reach,College Street,126,50,null,null,No,null,292,Cash,12,3.8,3.1
13-01-2025,03:13:47,BK131325,Failed,C14404,Bike,Sinthi,Dunlop,null,null,null,Customer was coughing/sick,null,null,349,null,0,null,null
05-01-2025,06:56:43,BK324238,Failed,C12726,Mini,Sonarpur,Sealdah,308,45,null,null,No,null,488,Cash,39,4.7,4.6
19-01-2025,10:24:35,BK820911,Failed,C41007,Prime Sedan,Kasba,Dumdum,null,null,null,Customer related issue,null,null,191,null,0,null,null
10-01-2025,03:45:47,BK581913,Failed,C85650,eBike,Ballygunge,Bhawanipore,null,null,null,More than permitted people in there,null,null,237,null,0,null,null
13-01-2025,23:07:20,BK562572,Success,C90021,Prime SUV,Salt Lake,Bhawanipore,308,90,null,null,No,null,500,Cash,5,4.4,4.4
09-01-2025,22:55:17,BK431722,Success,C99159,Prime SUV,Kidderpore,Gariahat,null,null,null,More than permitted people in there,null,null,558,null,0,null,null
30-01-2025,23:18:25,BK555327,Success,C41022,eBike,Sarat Bose Road,Howrah,null,null,null,Personal & Car related issue,null,null,742,null,0,null,null
18-01-2025,07:55:48,BK788141,Failed,C67635,eBike,Baguiati,Hazra,154,65,null,null,No,null,898,UPI,1,3.3,3.1
07-01-2025,20:28:48,BK930294,Failed,C98784,Prime Plus,Salt Lake,Naktala,null,null,null,Customer was coughing/sick,null,null,280,null,0,null,null
06-01-2025,05:35:09,BK951936,Failed,C40713,Prime Sedan,Naktala,Ultadanga,119,60,null,null,No,null,382,Cash,13,3.5,4.8
26-01-2025,00:39:37,BK792038,Failed,C24721,Prime Sedan,Garia,Dharmatala,56,100,null,null,No,null,951,Cash,9,4,4.3
15-01-2025,19:27:59,BK854718,Failed,C88942,Bike,Alipore,Lake Town,161,60,null,null,No,null,259,Cash,17,3.3,3.1
25-01-2025,13:23:29,BK725518,Failed,C68566,Prime SUV,Madhyamgram,Garden Reach,182,50,null,null,Yes,Other Issue,2510,UPI,38,4.5,3.9
16-01-2025,09:32:13,BK323030,Success,C80645,Prime Sedan,Sinthi,Salt Lake,null,null,null,Customer was coughing/sick,null,null,185,null,0,null,null
24-01-2025,10:42:23,BK268076,Success,C37008,Prime Plus,Salt Lake,Jora Bridge,null,null,null,null,null,null,459,null,0,null,null
28-01-2025,12:00:47,BK671628,Failed,C14786,Prime Sedan,Salt Lake,Shalimar,154,55,null,null,No,null,189,Cash,41,4,4.1
05-01-2025,21:32:51,BK826165,Failed,C78605,eBike,Bowbazar,Jora Bridge,null,null,Driver asked to cancel,null,null,null,321,null,0,null,null
30-01-2025,04:10:48,BK891524,Success,C21591,eBike,Rashbehari,Behala,null,null,Driver is not moving towards pickup location,null,null,null,1199,null,0,null,null
28-01-2025,23:25:13,BK427349,Failed,C17429,Bike,Madhyamgram,Dunlop,196,30,null,null,No,null,2728,Cash,37,3.1,3.5
02-01-2025,11:30:47,BK328697,Success,C81751,Prime Sedan,Kankurgachi,Kidderpore,null,null,null,Customer related issue,null,null,699,null,0,null,null
31-01-2025,23:45:34,BK820294,Success,C13830,Prime SUV,Dharmatala,Baguiati,56,100,null,null,No,null,577,UPI,7,4,4.5
27-01-2025,00:15:58,BK472857,Failed,C46566,Prime Sedan,Ballygunge,Hazra,231,120,null,null,No,null,563,UPI,1,4.4,3.8
14-01-2025,17:13:00,BK687122,Success,C36312,Prime Sedan,College Street,Garia,null,null,AC is Not working,null,null,null,207,null,0,null,null
22-01-2025,05:40:12,BK988858,Success,C23723,Prime Plus,Chowringhee,Jadavpur,231,90,null,null,No,null,167,UPI,49,3.5,3.1
13-01-2025,02:28:26,BK441999,Failed,C68121,Prime Sedan,Hazra,New Town,null,null,null,null,null,null,789,null,0,null,null
19-01-2025,03:13:25,BK562724,Success,C16450,Prime SUV,College Street,Jora Bridge,245,105,null,null,No,null,2270,UPI,42,3.4,4.3
07-01-2025,21:59:27,BK325307,Failed,C17897,Prime Plus,Belgachia,Howrah,null,null,null,null,null,null,122,null,0,null,null
23-01-2025,05:29:15,BK714798,Failed,C85800,Auto,Garden Reach,Alipore,224,35,null,null,No,null,609,Cash,41,4.4,5
17-01-2025,05:40:07,BK665823,Success,C14229,Prime Plus,New Town,BBD Bagh,null,null,null,Customer related issue,null,null,233,null,0,null,null
15-01-2025,05:19:30,BK382198,Success,C62038,Prime Sedan,Dharmatala,Burrabazar,84,95,null,null,No,null,423,Cash,17,3.3,4.7
22-01-2025,20:54:05,BK866586,Failed,C78036,Auto,Dharmatala,Bowbazar,238,105,null,null,No,null,277,Cash,1,4.7,4
20-01-2025,02:27:06,BK960456,Failed,C40122,Prime Sedan,Lake Town,BBD Bagh,105,140,null,null,Yes,Customer Demand,952,UPI,17,3.3,4.5
11-01-2025,20:55:30,BK741104,Success,C54083,Auto,Behala,Rashbehari,null,null,Driver is not moving towards pickup location,null,null,null,243,null,0,null,null
13-01-2025,22:38:16,BK486320,Failed,C81935,Mini,Hazra,New Town,null,null,null,null,null,null,243,null,0,null,null
25-01-2025,20:15:04,BK932400,Failed,C14526,Mini,Metiabruz,Burrabazar,98,120,null,null,No,null,497,UPI,13,4.8,3.5
06-01-2025,09:03:46,BK144758,Success,C22343,Prime Plus,Hazra,Jora Bridge,133,85,null,null,No,null,475,Cash,6,4.5,4.6
08-01-2025,11:33:05,BK993282,Success,C91173,Bike,Hazra,Patuli,91,135,null,null,No,null,334,Cash,34,4.4,4.8
21-01-2025,08:13:04,BK274985,Success,C26185,Prime Plus,Dumdum,Shyambazar,null,null,null,Customer related issue,null,null,156,null,0,null,null
21-01-2025,21:23:56,BK301187,Success,C82689,Auto,Dumdum,Garia,147,110,null,null,No,null,407,Cash,7,4.3,3.6
15-01-2025,04:41:33,BK456400,Success,C44393,Prime SUV,Lake Town,Dumdum,42,130,null,null,No,null,377,UPI,45,3,4.2
31-01-2025,13:49:30,BK408577,Failed,C48810,Prime SUV,Dumdum,Moulali,308,100,null,null,No,null,101,Cash,22,3.9,3.3
11-01-2025,20:37:22,BK119204,Success,C97483,eBike,Ballygunge,Rajarhat,null,null,Driver asked to cancel,null,null,null,304,null,0,null,null
18-01-2025,11:26:46,BK118714,Success,C17492,Auto,Entally,Sinthi,189,115,null,null,No,null,285,UPI,29,4.2,3.4
01-01-2025,17:34:23,BK505266,Success,C46803,Prime Sedan,Patuli,Chowringhee,56,85,null,null,No,null,948,Cash,29,3.4,4.5
30-01-2025,02:12:43,BK122151,Success,C93703,eBike,Patuli,Hazra,126,120,null,null,No,null,202,Cash,13,4.4,3.1
12-01-2025,05:26:54,BK238382,Failed,C68313,Prime Sedan,Hazra,Esplanade,133,65,null,null,No,null,419,Cash,49,3.6,3.9
16-01-2025,20:30:35,BK377016,Success,C28116,eBike,Baguiati,Golf Green,245,80,null,null,No,null,652,Cash,46,4.5,4
22-01-2025,00:52:40,BK692468,Success,C50151,Auto,Patuli,New Town,null,null,null,Personal & Car related issue,null,null,1449,null,0,null,null
23-01-2025,15:53:41,BK534404,Success,C94594,Mini,Ultadanga,Bhawanipore,266,75,null,null,No,null,2997,UPI,19,4.4,3.7
16-01-2025,11:38:04,BK651983,Failed,C62330,eBike,Naktala,BBD Bagh,182,25,null,null,No,null,136,Cash,48,4.5,3.8
13-01-2025,13:59:58,BK497908,Failed,C86173,eBike,Sonarpur,Moulali,null,null,null,Personal & Car related issue,null,null,215,null,0,null,null
05-01-2025,12:02:37,BK356859,Success,C22260,Prime Plus,Howrah,Shalimar,null,null,Driver is not moving towards pickup location,null,null,null,292,null,0,null,null
27-01-2025,16:05:08,BK375067,Failed,C48249,eBike,Tollygunge,Burrabazar,null,null,null,null,null,null,601,null,0,null,null
14-01-2025,02:58:33,BK812853,Success,C62089,Bike,Belgachia,Tollygunge,null,null,Driver asked to cancel,null,null,null,1181,null,0,null,null
10-01-2025,20:17:56,BK269133,Failed,C81044,Auto,Rajarhat,Alipore,77,145,null,null,No,null,349,UPI,38,3.2,4.5
13-01-2025,23:56:41,BK877830,Failed,C90098,eBike,Esplanade,Park Street,null,null,Driver asked to cancel,null,null,null,128,null,0,null,null
24-01-2025,23:03:03,BK416130,Failed,C63974,Prime SUV,Ballygunge,Park Street,280,85,null,null,No,null,388,Cash,2,3.5,5
28-01-2025,17:59:51,BK312710,Failed,C76032,eBike,Howrah,Burrabazar,147,110,null,null,No,null,321,UPI,5,3.2,3.1
01-01-2025,16:06:03,BK378345,Failed,C98837,Prime SUV,Garia,Sarat Bose Road,140,125,null,null,No,null,349,UPI,41,4.3,4.6
19-01-2025,23:12:46,BK264959,Failed,C23581,Prime SUV,Kankurgachi,Kalighat,231,35,null,null,No,null,248,UPI,19,4,3.8
10-01-2025,03:46:03,BK139259,Failed,C14543,Prime Sedan,Chowringhee,Belgachia,266,55,null,null,No,null,934,Cash,1,4.9,4.5
08-01-2025,18:56:59,BK886086,Success,C14418,Bike,Sealdah,Burrabazar,238,145,null,null,No,null,312,UPI,34,3.1,4.1
04-01-2025,01:50:02,BK413510,Success,C39661,Prime Sedan,Patuli,Belgachia,140,125,null,null,No,null,193,UPI,18,4.6,4.2
18-01-2025,13:25:34,BK297003,Failed,C39303,eBike,Entally,Howrah,null,null,null,null,null,null,433,null,0,null,null
06-01-2025,09:15:37,BK756163,Success,C35818,eBike,Moulali,Alipore,70,30,null,null,No,null,1374,UPI,12,4.9,3
19-01-2025,12:27:35,BK953499,Success,C11218,Prime Sedan,Ballygunge,Sealdah,91,80,null,null,No,null,310,Cash,18,4.6,4.3
05-01-2025,01:06:52,BK611140,Success,C23266,Auto,Garden Reach,Naktala,null,null,Driver is not moving towards pickup location,null,null,null,1836,null,0,null,null
25-01-2025,18:19:42,BK617277,Failed,C18475,Bike,Maniktala,Kasba,238,120,null,null,No,null,303,Cash,18,4.3,4.4
28-01-2025,08:50:07,BK922983,Success,C55347,Prime Plus,Garia,Bowbazar,null,null,null,null,null,null,1210,null,0,null,null
04-01-2025,01:23:46,BK808915,Success,C93088,Prime Plus,Salt Lake,Esplanade,null,null,Driver asked to cancel,null,null,null,265,null,0,null,null
01-01-2025,07:33:57,BK515223,Failed,C27397,Mini,Sinthi,Belgachia,308,45,null,null,No,null,338,UPI,13,4.3,3.1
24-01-2025,16:12:40,BK110801,Success,C80759,Bike,Dumdum,Park Street,280,80,null,null,No,null,143,UPI,30,3.6,4.9
09-01-2025,23:19:06,BK674178,Success,C83541,Prime Sedan,Bowbazar,Hazra,224,45,null,null,No,null,503,UPI,42,4.5,3.8
30-01-2025,07:05:06,BK900215,Failed,C58025,Mini,Lake Town,Chowringhee,196,145,null,null,No,null,237,Cash,47,3,3.2
30-01-2025,14:54:26,BK248766,Failed,C56492,Bike,New Town,BBD Bagh,null,null,null,null,null,null,219,null,0,null,null
02-01-2025,18:10:26,BK596527,Success,C96654,Auto,Garia,Sinthi,182,75,null,null,No,null,1520,Cash,22,4.9,4.5
19-01-2025,02:55:33,BK509421,Success,C38713,Mini,Naktala,Maniktala,null,null,null,null,null,null,374,null,0,null,null
09-01-2025,20:57:39,BK354190,Success,C59775,Auto,Salt Lake,Lake Gardens,140,85,null,null,No,null,242,Cash,11,3.4,4.9
08-01-2025,14:06:47,BK231890,Failed,C91609,Auto,Howrah,Chowringhee,null,null,null,null,null,null,416,null,0,null,null
05-01-2025,11:53:14,BK394537,Success,C35869,Prime SUV,Chowringhee,Entally,null,null,Driver asked to cancel,null,null,null,574,null,0,null,null
08-01-2025,15:15:28,BK312600,Success,C67401,Mini,Barasat,Naktala,null,null,Driver is not moving towards pickup location,null,null,null,324,null,0,null,null
17-01-2025,20:09:54,BK696963,Failed,C84454,Auto,Rajarhat,Howrah,63,90,null,null,No,null,252,Cash,33,3.9,3.9
08-01-2025,20:55:04,BK572139,Failed,C82586,Auto,Metiabruz,BBD Bagh,301,35,null,null,No,null,404,Cash,31,3.4,4.6
04-01-2025,21:29:57,BK500617,Failed,C80249,Prime Plus,Moulali,Kankurgachi,null,null,null,Personal & Car related issue,null,null,639,null,0,null,null
31-01-2025,19:08:31,BK382170,Success,C80744,eBike,Bhawanipore,Burrabazar,70,120,null,null,No,null,467,UPI,18,4.3,3.8
27-01-2025,22:08:21,BK716353,Success,C37057,Mini,Lake Gardens,Dunlop,null,null,Driver is not moving towards pickup location,null,null,null,246,null,0,null,null
14-01-2025,18:14:33,BK579697,Success,C42087,Auto,Park Street,Kidderpore,294,85,null,null,No,null,927,Cash,16,4.6,4.3
09-01-2025,23:49:41,BK185164,Success,C11077,Bike,Behala,Shalimar,182,90,null,null,No,null,380,Cash,31,4.8,4.8
07-01-2025,11:56:18,BK588234,Failed,C53240,eBike,Lake Town,Metiabruz,84,25,null,null,No,null,876,Cash,9,4.1,3.2
16-01-2025,13:12:23,BK348727,Success,C64031,Mini,Salt Lake,Alipore,null,null,Change of plans,null,null,null,210,null,0,null,null
01-01-2025,05:30:06,BK656405,Success,C24012,Mini,Ballygunge,Dharmatala,null,null,null,null,null,null,246,null,0,null,null
26-01-2025,19:58:15,BK568724,Success,C39344,Prime Sedan,Dumdum,Maniktala,245,50,null,null,No,null,960,UPI,11,3.3,3.5
03-01-2025,11:06:29,BK225594,Success,C24592,eBike,Barasat,Sinthi,null,null,null,null,null,null,870,null,0,null,null
14-01-2025,01:36:29,BK295914,Success,C51821,Mini,Sinthi,Kidderpore,98,65,null,null,No,null,941,Cash,10,4.7,3.5
23-01-2025,23:07:37,BK154422,Failed,C93054,Mini,Sealdah,Jora Bridge,154,35,null,null,No,null,631,UPI,29,4.4,3.5
07-01-2025,09:46:57,BK553620,Success,C12474,Bike,Kalighat,Lake Town,56,50,null,null,No,null,199,Cash,27,4.7,3.3
19-01-2025,17:36:25,BK258427,Failed,C60962,Bike,Jora Bridge,Burrabazar,null,null,null,Personal & Car related issue,null,null,324,null,0,null,null
12-01-2025,17:23:25,BK741045,Failed,C60968,eBike,Belgachia,Burrabazar,null,null,null,Personal & Car related issue,null,null,235,null,0,null,null
16-01-2025,10:40:37,BK780193,Success,C58931,Prime SUV,Sarat Bose Road,Moulali,null,null,null,Customer was coughing/sick,null,null,472,null,0,null,null
21-01-2025,16:01:13,BK680615,Success,C78662,Prime SUV,Jora Bridge,Tollygunge,301,70,null,null,No,null,130,Cash,45,3.9,3.6
10-01-2025,02:07:15,BK146894,Success,C22529,Mini,Entally,Garia,56,80,null,null,No,null,232,Cash,5,4.1,3.8
10-01-2025,06:01:43,BK651916,Failed,C39391,eBike,Garden Reach,Tollygunge,null,null,null,null,null,null,305,null,0,null,null
18-01-2025,00:28:18,BK318168,Success,C70317,Prime SUV,Sarat Bose Road,Moulali,null,null,AC is Not working,null,null,null,333,null,0,null,null
29-01-2025,04:18:55,BK436083,Failed,C20564,eBike,Shalimar,Dumdum,null,null,null,null,null,null,443,null,0,null,null
06-01-2025,04:19:14,BK317149,Success,C78876,Auto,Gariahat,Burrabazar,null,null,Driver is not moving towards pickup location,null,null,null,232,null,0,null,null
10-01-2025,02:23:36,BK505118,Failed,C29598,Prime SUV,Baguiati,Rashbehari,280,85,null,null,No,null,407,Cash,6,3.1,4.1
25-01-2025,20:49:09,BK739233,Success,C13215,Prime SUV,Shalimar,Patuli,35,145,null,null,No,null,269,UPI,4,3.1,3.8
31-01-2025,04:32:57,BK410300,Failed,C34533,Mini,Lake Town,College Street,112,110,null,null,No,null,389,Cash,2,3.3,3
01-01-2025,21:23:51,BK645569,Failed,C95796,Auto,Chowringhee,Kankurgachi,245,115,null,null,No,null,278,Cash,3,4.3,3.8
23-01-2025,18:56:37,BK969682,Failed,C42048,Prime Sedan,Bhawanipore,Kidderpore,null,null,null,More than permitted people in there,null,null,357,null,0,null,null
13-01-2025,06:34:02,BK455402,Success,C17065,Bike,Metiabruz,Golf Green,175,130,null,null,No,null,913,UPI,25,3.7,4.7
13-01-2025,17:43:35,BK468724,Failed,C48086,Prime SUV,Salt Lake,Rashbehari,203,95,null,null,No,null,232,Cash,4,3,5
